Code	Title	EngTitle	Url	Lang	ParentCode	DataBaseName	TableId	KeyWords	IconUrl	AboutUs	AboutUsEng	ShowInHome	OrderInHome
03.05	معدلات البقاء	Student survival rate			03				/NSMS//Resources/Images/ind.png	النسبة المئوية لعدد الطلبة المترفعين والملتحقين بالصف الخامس الاساسي في العام الدراسي n من عدد الطلبة الداخلين للصف الاول الاساسي في العام الدراسي n-4. النسبة المئوية لعدد الطلبة المترفعين والملتحقين بالصف العاشر الاساسي في العام الدراسي n من عدد الطلبة الداخلين للصف الاول الاساسي في العام الدراسي n-9	Percentage of students promoted to, and enrolled in the fifth grade  in the school year (n) from the number of the  students entering 1st grade in the school year n-4. Percentage of students promoted to, and enrolled in the tenth grade  in the school year (n) from the number of the  students entering 1st grade in the school year n-9.		
03.05.01	معدل البقاء حتى الصف الخامس الأساسي حسب الجنس	Student survival rate for grade 5 by sex			03.05	MS	030501.px		/NSMS//Resources/Images/tblIcon.png				
03.05.02	معدل البقاء حتى الصف العاشر الأساسي حسب الجنس	Student survival rate for grade 10 sex			03.05	MS	030502.px		/NSMS//Resources/Images/tblIcon.png				
03.06	معدل طالب لكل معلم	Students per teacher rate			03				/NSMS//Resources/Images/ind.png	عدد الطلبة مقسوماً على عدد المعلمين	number of students divided by the number of teachers		
03.06.01	معدل طالب لكل معلم حسب المنطقة الجغرافية 	Students per teacher rate by region			03.06	MS	030601.px		/NSMS//Resources/Images/tblIcon.png				
03.07	معدل طالب لكل شعبة	Students per Class rate			03				/NSMS//Resources/Images/ind.png	عدد الطلبة مقسوما على عدد الشعب	Number of students divided into the number of Classes		
03.07.01	معدل طالب لكل شعبة حسب المنطقة الجغرافية 	Students per Class rate by Region			03.07	MS	030701.px		/NSMS//Resources/Images/tblIcon.png				
03.08	نسبة الطلبة الذين يداومون في الفترة المسائية	Percentage of students those attend at evening schools			03				/NSMS//Resources/Images/ind.png	عدد الطلبة الذين يداومون في الفترة المسائية مقسوماً على المجموع العام للطلبة مضروبا في 100%	Number of students those attend at evening schools divided into the total number of students *100%		
03.08.01	نسبة الطلبة الذين يداومون في الفترة المسائية حسب المنطقة الجغرافية والجنس	Percentage of students those attend at evening schools by Region and Sex of school			03.08	MS	030801.px		/NSMS//Resources/Images/tblIcon.png				
03.09	نسبة المدارس التي  يوجد بها مرشد تربوي	Percentage of schools that have a counselor			03				/NSMS//Resources/Images/ind.png	عدد المدارس المغطاة بمرشد تربوي مقسوما على العدد الكلي للمدارس مضروبا في 100%	Number of schools that have a counsellor divided into total number of schools *100%		
03.09.01	 نسبة المدارس التي  يوجد بها مرشد تربوي حسب المنطقة الجغرافية وجنس المدرسة	Percentage of schools that have a counselor by Region and Sex			03.09	MS	030901.px		/NSMS//Resources/Images/tblIcon.png				
03.10	معدل تحصيل الطلبة في الاختبار المعياري الوطني 	Achievement average of  students in the national standard test			03				/NSMS//Resources/Images/ind.png	معدل تحصيل الطلبة في الاختبار المعياري الوطني للصف الرابع والعاشر في المباحث التالية: اللغة العربية، الرياضيات والعلوم العامة 	Achievement average of students in the national standard test of grades 4 and 10 in Arabic language, Math and Science		
03.10.01	معدل تحصيل طلبة الصف الرابع الأساسي في مادة اللغة العربية في الاختبار المعياري الوطني  حسب الجنس	Achievement average of grade 4 in Arabic language in the national standard test by sex			03.10	MS	031001.px		/NSMS//Resources/Images/tblIcon.png				
03.10.02	معدل تحصيل طلبة الصف الرابع الأساسي في مادة الرياضيات في الاختبار المعياري الوطني  حسب الجنس	Achievement average of grade 4 in Math in the national standard test by sex			03.10	MS	031002.px		/NSMS//Resources/Images/tblIcon.png				
03.10.03	معدل تحصيل طلبة الصف الرابع الأساسي في مادة العلوم العامة في الاختبار المعياري الوطني  حسب الجنس	Achievement average of grade 4 in Science in the national standard test by sex			03.10	MS	031003.px		/NSMS//Resources/Images/tblIcon.png				
03.10.04	معدل تحصيل طلبة الصف العاشرالأساسي في مادة اللغة العربية في الاختبار المعياري الوطني  حسب الجنس	Achievement average of grade 10 in Arabic language in the national standard test by sex			03.10	MS	031004.px		/NSMS//Resources/Images/tblIcon.png				
03.10.05	معدل تحصيل طلبة الصف العاشر الأساسي في مادة الرياضيات في الاختبار المعياري الوطني حسب الجنس	Achievement average of grade 10 in Math in the national standard test by sex			03.10	MS	031005.px		/NSMS//Resources/Images/tblIcon.png				
03.10.06	معدل تحصيل طلبة الصف العاشر الأساسي في مادة العلوم العامة في الاختبار المعياري الوطني حسب الجنس	Achievement average of grade 10 in Science in the national standard test by sex			03.10	MS	031006.px		/NSMS//Resources/Images/tblIcon.png				
03.11	معدل تحصيل الطلبة في الاختبار الوزاري الموحد	Achievement average in the unified test			03				/NSMS//Resources/Images/ind.png	معدل تحصيل الطلبة في الاختبار الوزاري الموحد للصف الربع الاساسي في مادة الرياضيات والصف السابع الاساسي فس مادة اللغة العربية والصف الثامن الاساسي في مادة الرياضيات والصف التاسع الاساسي في مادة العلوم 	Achievement average of students in the Unified Test of grade 4 in Math, grade 7 in Arabic language, grade 8 in Math and grade 9 in Science standard test of grades 4 and 10 in Arabic language, Math and Science		
03.11.01	معدل تحصيل طلبة الصف الرابع الأساسي في مادة الرياضيات في الاختبار الوزاري الموحد حسب الجنس	Achievement average of grade 4 in Math in the unified test by sex			03.11	MS	031101.px		/NSMS//Resources/Images/tblIcon.png				
03.11.02	معدل معدل تحصيل طلبة الصف السابع الأساسي في مادة اللغة العربية في الاختبار الوزاري الموحد حسب الجنس	Achievement average of grade 7 in Arabic language in the unified test by sex			03.11	MS	031102.px		/NSMS//Resources/Images/tblIcon.png				
03.11.03	معدل تحصيل طلبة الصف الثامن الأساسي في مادة الرياضيات في الاختبار الوزاري الموحد حسب الجنس	Achievement average of grade 8 in Math in the unified test by sex			03.11	MS	031103.px		/NSMS//Resources/Images/tblIcon.png				
03.11.04	معدل تحصيل طلبة الصف التاسع الأساسي في مادة العلوم في الاختبار الوزاري الموحد حسب الجنس	Achievement average of grade 9 in Science in the unified test by sex			03.11	MS	031104.px		/NSMS//Resources/Images/tblIcon.png				
03.12	معدل تحصيل طلبة الصف الثامن الأساسي في الاختبار العالمي (TIMMS)	Achievement average of grade 8 in International test TIMMS			03				/NSMS//Resources/Images/ind.png	معدل تحصيل طلبة الصف الثامن الأساسي في مادة الرياضيات ومادة العلوم في الاختبار العالمي (TIMMS)	   Achievement average of grade 8 in Math and Science in International test TIMMS		
03.12.01	معدل تحصيل طلبة الصف الثامن الأساسي في مادة الرياضيات في الاختبار العالمي (TIMMS) حسب الجنس	Achievement average of grade 8 in Math in International test TIMMS by sex			03.12	MS	031201.px		/NSMS//Resources/Images/tblIcon.png				
03.12.02	معدل تحصيل طلبة الصف الثامن الأساسي في مادة العلوم في الاختبار العالمي (TIMMS) حسب الجنس	Achievement average of grade 8 in Science in International test TIMMS by sex			03.12	MS	031202.px		/NSMS//Resources/Images/tblIcon.png				
03.13	معدل عدد الطلبة لكل جهاز حاسوب	Students per Computer rate			03				/NSMS//Resources/Images/ind.png	عدد الطلبة مقسوما على عدد اجهزة الحاسوب المخصصة للاستخدام التعليمي في المدارس	number of students divided by the number of Computers for learning purpose		
03.13.01	معدل عدد الطلبة لكل جهاز حاسوب حسب المنطقة الجغرافية 	Students per Computer rate by region			03.13	MS	031301.px		/NSMS//Resources/Images/tblIcon.png				
03.13.02	معدل عدد الطلبة لكل جهاز حاسوب حسب المرحلة	Students per Computer rate by sex			03.13	MS	031302.px		/NSMS//Resources/Images/tblIcon.png				
03.14	نسبة المدارس المتصلة بالانترنت	Percentage of schools that have internet connection			03				/NSMS//Resources/Images/ind.png	عدد المدارس المتصلة بشبكة الانترنت مقسوما على العدد الكلي للمدارس مضروبا في 100%	Number of schools that have internet connection divided into total number of schools *100%		
03.14.01	نسبة المدارس المتصلة بالانترنت حسب المنطقة الجغرافية 	Percentage of schools that have internet connection by sex			03.14	MS	031401.px		/NSMS//Resources/Images/tblIcon.png				
03.15	نسبة طلبة الفروع المهنية من مجموع الطلبة المتقدمين لامتحان شهادة الدراسة الثانوية	Percentage of the students enrolling in the Tawjihi Vocational stream exam  			03				/NSMS//Resources/Images/ind.png	عدد طلبة الفرع المهني المتقدمين لامتحان شهادة الثانوية العامة مقسوما على العدد الاجمالي للمتقدمين للامتحان مضروبا في 100%	Percentage of the scientific stream students enrolling in tawjihi exam from the number of students of all stream enrolling in tawjihi exam.		
03.15.01	نسبة طلبة الفروع المهنية من مجموع الطلبة المتقدمين لامتحان شهادة الدراسة الثانوية حسب الجنس	Percentage of the students enrolling in the Tawjihi Vocational stream exam by sex			03.15	MS	031501.px		/NSMS//Resources/Images/tblIcon.png				
03.16	نسبة الطلبة في القدس التي تشرف عليها دولة فلسطين 	Percentage of students in Jerusalem supervised by the State of Palestine			03				/NSMS//Resources/Images/ind.png	عدد الطلبة في مديريتي القدس وضواحي القدس تحت اشراف السلطة الفلسطينية مقسوما على عدد الطلبة في كلا المديريتين بالاضافة الى عدد الطلبة تحت اشراف بلدية القدس الاسرائيلية مضروبا في 100%	Number of students in the schools of Jerusalem District and Jerusalem suburbs Districts under supervision of the MOE, Waqf Ministry, UNRWA, and private schools divided into the total number of students in both districts under supervision of all authorities including Israel municipality		
03.16.01	نسبة الطلبة في القدس التي تشرف عليها دولة فلسطين حسب الجنس	Percentage of students in Jerusalem supervised by the State of Palestine by sex			03.16	MS	031601.px		/NSMS//Resources/Images/tblIcon.png				
03.17	الطلبة ذوي الاحتياجات الخاصة 	Special Need Students			03				/NSMS//Resources/Images/ind.png	عدد الطلبة ذوي الاحتياجات الخاصة الملتحقين في التعليم النظامي مقسوما على عدد الافراد ذوي الاحتياجات الخاصة في سن الالتحاق بالتعليم الاساسي والثانوي مضروبا في 100%	total number of special needs student enrolled in formal education divided into total number of special need students in the school age group *100%		
03.18	نسبة الأفراد الحاصلين على دبلوم متوسط فأعلى	Percentage of Persons have Associate Diploma Certificate and Above			03				/NSMS//Resources/Images/ind.png	نسبة الأفراد (15 سنة فاكثر) الحاصلين على دبلوم متوسط فأعلى	Percentage of Persons (15 Years and above) who have Intermediate Diploma abd above		
03.18.01	نسبة الأفراد (15 سنة فاكثر) الحاصلين على دبلوم متوسط فأعلى حسب المنطقة والجنس	Percentage of Persons (15 Years and above) who have Associate Diploma Certificate and above by Region and Sex			03.18	MS	031801.px		/NSMS//Resources/Images/tblIcon.png				
03.19	معدل معرفة القراءة والكتابة	Literacy Rate			03				/NSMS//Resources/Images/ind.png	عدد السكان البالغين من العمر 15 سنة فما فوق والملمين بالقراءة والكتابة، معبرا عنه كنسبة مئوية من مجموع السكان في عمر 15 سنة فما فوق. ويعتبر الشخص ملمًا بالقراءة والكتابة، عندما يكون في استطاعته أن يقرأ ويكتب ويفهم نصاً بسيطًا وقصيرًا يتناول حياته اليومية	Total number of literate persons in a given age group, expressed as a percentage of the total population in that age group. The adult literacy rate measures literacy among persons aged 15 years and above		
03.19.01	معدل معرفة القراءة والكتابة حسب المنطقة والجنس والفئة العمرية	Literacy Rate by Region, Age Group and Sex			03.19	MS	031901.px		/NSMS//Resources/Images/tblIcon.png				
04	الثقافة	Culture										0	
04.01	 عدد رواد المكتبات العامة	Number of Public Libarary visitors			04				/NSMS//Resources/Images/ind.png	عدد رواد المكتبات العامة العامة والتي هي المكتبات التي تخدم البلد بكامله أو منطقة جغرافية محددة منه، ويمكن  لجميع أفراد المجتمع أو لمجموعات معينة منهم الاستفادة من المواد المتوفرة فيها سواء بدون مقابل مادي أو بدل مقابل مادي.  ويمكن أن تكون المواد المتوفرة فيها تشمل جميع المواضيع أو أن تكون خاصة بفئة معينة من المتخصصين مثل الأطباء والمهندسين والقوات المسلحة.	Number of Public Library visitors who is define as A library serving the country or a specific area. The beneficiaries could be members of the whole society or of a certain area in return of a fee or not.  It could be general or specialized in a certain area of knowledge, e.g. medicine, engineering, millet.		
04.02	 نسبة الأفراد  (10 سنوات فاكثر) الذين يمارسون عادة قراءة الكتب من خارج نطاق الدراسة	Percentage of Persons (10 Years and Over) Who Read Books 			04				/NSMS//Resources/Images/ind.png	نسبة الافراد 10 سنوات فاكثر الذين يمارسون عادة قراءة الكتب والتي هي أن يقوم الفرد بعملية قراءة الكتب بشكل منتظم من أجل زيادة المعرفة والإطلاع، وبغض النظر عن نوع المادة التي يقرؤها والفترة الزمنية التي يقضيها في عملية القراءة، وفي هذا المسح تم استثناء الكتب المدرسية والكتب الخاصة بالعمل.	Percentage of persons aged 10 years and above who is practice reading books which define as		
04.02.01	 نسبة الأفراد (10 سنوات فاكثر) الذين يمارسون عادة قراءة الكتب حسب المنطقة والمحافظة والجنس	Percentage of Persons (10 Years and Over) Who Read Books by Region, Governorate and Sex			04.02	MS	040201.px		/NSMS//Resources/Images/tblIcon.png				
04.03	 عدد زوار المتاحف العاملة	Number of Museums Visitors			04				/NSMS//Resources/Images/ind.png	عدد زوار المتاحف العاملة والتي هي مؤسسة دائمة، لا تبغي ربحاً تجاريا، وتكون في خدمة المجتمع وتنميته ومفتوحة للجمهور، وتقوم باكتساب مواد تدل على الإنسان وبيئته، وتحفظها، وتجري بحوثاً بشأنها، وتخبر عنها، وتعرضها لأغراض الدراسة والتعليم والاستمتاع.	Number of Visitors to in Operation  Museums which define as  non-profit-making, permanent institution in the service of society and of its development, and open to the public, who acquires, conserves, conducts, researches, communicates, and exhibits, for purposes of study, education and entertainment topics about people and the environment.		
04.03.01	 عدد زوار المتاحف العاملة حسب المنطقة	Number of Museums Visitors by Region			04.03	MS	040301.px		/NSMS//Resources/Images/tblIcon.png				
04.04	 عدد خريجي التعليم العالي في تخصص الفنون	Number of Higher Education Graduates in Art			04				/NSMS//Resources/Images/ind.png	عدد خريجي مؤسسات التعليم العالي الفلسطينية والذين تخصصوا الفنون	Number of graduates from Palestinian  higher education institutions who specialize Arts		
04.05	عدد المرافق الثقافية	Number of Cultural Institutions			04				/NSMS//Resources/Images/ind.png	هي مؤسسة تتضمن السلع (الأدوات والمعدات) المستخدمة في أنشطة الفنون والحرف وفي أنشطة اللعب والرياضة.  والتي تسهل القيام بأنشطة الثقافة بالمعنى الواسع.	Cultural Institution: An institution including goods (tools and equipment) using in art, craltiplaying and sport activity. These goods facilitate performance at cultural activities.		
04.05.01	عدد المرافق الثقافية حسب المحافظة والنوع	Number of Cultural Institutions by Governorate and Type 			04.05	MS	040501.px		/NSMS//Resources/Images/tblIcon.png				
04.06	عدد زوار المسارح العاملة 	Number of Theaters Visitors			04				/NSMS//Resources/Images/ind.png	عدد زوار المسارح العاملة	Number of Visitors to in Operation  Theaters 		
04.06.01	عدد زوار المسارح العاملة حسب المنطقة	Number of Theaters Visitors by Region			04.06	MS	040601.px		/NSMS//Resources/Images/tblIcon.png				
05	مجتمع المعلومات	Information Technology										0	
05.01	عدد خطوط الهاتف الثابت	number of Telephone lines			05				/NSMS//Resources/Images/ind.png	 قسمة عدد خطوط الهاتف الرئيسية على عدد السكان مضروبا في 100	Number of main telephone per 100 population		
05.01.01	عدد خطوط الهاتف الثابت لكل 100 نسمة	Telephone lines per 100 population 			05.01	MS	050101.px		/NSMS//Resources/Images/tblIcon.png				
05.02	عدد خطوط الهاتف الجوال	number of Cellular subscribers			05				/NSMS//Resources/Images/ind.png	 قسمة عدد خطوط الهاتف الجوال  على عدد السكان مضروبا في 100	Number of subscription of cellular phone per 100 population		
05.02.01	 خطوط الهاتف الجوال لكل 100 نسمة	Cellular subscribers per 100 population			05.02	MS	050201.px		/NSMS//Resources/Images/tblIcon.png				
05.03	عدد مستخدمي الإنترنت 	Number of Internet users			05				/NSMS//Resources/Images/ind.png	قسمة العدد الكلي للأفراد (10 سنوات فأكثر) الذين يستخدمون الانترنت على العدد الكلّي للأفراد في نفس الفئة العمرية مضروبا بمائة في مكان وزمان محددين	Internet : aworld-wide public computer network. Organizations and persons can connect their computers to this network and exchange information across a country and/or across the world. The Internet provides access to a number of communication services including the World Wide Web and carries email, news, entertainment and data files.		
05.03.01	عدد مستخدمي الإنترنت لكل 100 من السكان حسب الجنس	Internet users per 100 population  by Sex			05.03	MS	050301.px		/NSMS//Resources/Images/tblIcon.png				
05.03.02	عدد مستخدمي الإنترنت لكل 100 من السكان حسب نوع التجمع	Internet users per 100 population  by locality type			05.03	MS	050302.px		/NSMS//Resources/Images/tblIcon.png				
06	البناء والمسكن وظروف السكن	Housing and building indicators										0	10
06.01	الكثافة السكانية 	Population Density			06				/NSMS//Resources/Images/ind.png	عدد السكان في الكيلومتر المربع من المساحة.	Number of population per Km2 of area		
06.01.01	الكثافة السكانية ( فرد/كم2) حسب المنطقة 	Population Density by region 			06.01	MS	060101.px		/NSMS//Resources/Images/tblIcon.png				
06.02	الأسر المتصلة بشبكة مياه عامة 	percentage of households that connected to public water network			06				/NSMS//Resources/Images/ind.png	مؤشر يقيس نسبة  الأسر (المساكن المأهولة) التي تتصل بشبكة مياه عامة من مجموع الأسر.	Indicator measures the percent of household (housing units) connection to public water network		
06.02.01	نسبة الأسر المتصلة بشبكة مياه عامة حسب المنطقة ونوع التجمع	percentage of households that connected to public water network by region and locality type			06.02	MS	060201.px		/NSMS//Resources/Images/tblIcon.png				
06.03	 الأسر المتصلة بشبكة كهرباء عامة 	percentage of households that connected to public electricity network			06				/NSMS//Resources/Images/ind.png	مؤشر يقيس نسبة  الأسر (المساكن المأهولة) التي تتصل بشبكة الكهرباء العامة من مجموع الأسر.	Indicator measures the percent of household (housing units) connection to public electricity network		
06.03.01	نسبة الأسر المتصلة بشبكة كهرباء عامة حسب المنطقة	percentage of households that connected to public electricity network by region 			06.03	MS	060301.px		/NSMS//Resources/Images/tblIcon.png				
06.04	 الأسر المتصلة بشبكة صرف صحي 	percentage of households that connected to wastewater network			06				/NSMS//Resources/Images/ind.png	مؤشر يقيس نسبة  الأسر (المساكن المأهولة) التي تتصل بشبكة الصرف الصحي من مجموع الأسر.	Indicator measures the percent of household (housing units) connection to wastewater network		
06.04.01	الأسر المتصلة بشبكة صرف صحي حسب المنطقة ونوع التجمع	percentage of households that connected to wastewater network by region and locality type			06.04	MS	060401.px		/NSMS//Resources/Images/tblIcon.png				
07	الفقر و مستويات المعيشة	Poverty and standerds of living indicators										1	4
07.01	نسبة الفقر بين الأفراد	Poverty Rate Among Individuals			07				/NSMS//Resources/Images/ind.png	مؤشر يقيس مدى انتشار ظاهرة الفقر في المجتمع (نسبة السكان الذين يقل استهلاكهم عن خط الفقر الوطني)	The share of the population whose consumption is below the poverty line, that is, the share of the population that cannot afford to buy a basic basket of goods, an analyst using several poverty lines, say one for poverty and one for extreme/deep poverty, can estimate the incidence of both poverty and extreme/deep poverty.		
07.01.01	نسبة الفقر بين الافراد وفقاً لأنماط الاستهلاك الشهري الحقيقية  حسب المنطقة	Poverty Rates Among Individuals According to Monthly Consumption Patterns by Region			07.01	MS	070101.px		/NSMS//Resources/Images/tblIcon.png				
07.01.02	نسبة الفقر بين الافراد وفقاً لأنماط الاستهلاك الشهري الحقيقية  حسب نوع التجمع 	Poverty Rates Among Individuals According to Monthly Consumption Patterns by Locality Type			07.01	MS	070102.px		/NSMS//Resources/Images/tblIcon.png				
07.01.03	نسبة الفقر بين الافراد وفقاً لأنماط الاستهلاك الشهري الحقيقية حسب الجنس والمنطقة	Poverty Rates Among Individuals According to Monthly Consumption Patterns by Sex and Region			07.01	MS	070103.px		/NSMS//Resources/Images/tblIcon.png				
07.01.04	نسبة الفقر بين الافراد وفقاً لدخل الأسرة الشهري الحقيقي حسب المنطقة	Poverty Rates Among Individuals According to Real Monthly Income by Region			07.01	MS	070104.px		/NSMS//Resources/Images/tblIcon.png				
07.01.05	نسبة الفقر بين الافراد وفقاً لدخل الأسرة الشهري الحقيقي حسب نوع التجمع 	Poverty Rates Among Individuals According to Real Monthly Income by Locality Type			07.01	MS	070105.px		/NSMS//Resources/Images/tblIcon.png				
07.01.06	نسبة الفقر بين الافراد وفقاً لدخل الأسرة الشهري الحقيقي حسب الجنس والمنطقة	Poverty Rates Among Individuals According to Real Monthly Income by Sex and Region			07.01	MS	070106.px		/NSMS//Resources/Images/tblIcon.png				
07.02	متوسط استهلاك الفرد الشهري	Average Monthly Consumption Per Capita			07				/NSMS//Resources/Images/ind.png	مؤشر يقيس متوسط استهلاك الفرد الفلسطيني من السلع والخدمات	Indicator measures the Palestinian average per capita consumption of goods and services		
07.02.01	 متوسط استهلاك الفرد الشهري بالدينار الأردني في فلسطين حسب المحافظة	Average Monthly Consumption Per Capita in (JD) in Palestine by Governorate			07.02	MS	070201.px		/NSMS//Resources/Images/tblIcon.png				
07.02.02	 متوسط استهلاك الفرد الشهري بالدينار الأردني في فلسطين حسب نوع التجمع 	Average Monthly Consumption Per Capita in (JD) in Palestine by Locality Type			07.02	MS	070202.px		/NSMS//Resources/Images/tblIcon.png				
07.03	نسبة الاسر غير الامنة غذائيا	Percentage of food insecure households			07				/NSMS//Resources/Images/ind.png	يكون الامن الغذائي موجوداً عندما يستطيع جميع الناس في جميع الاوقات، الوصول  مادياً واجتماعياً واقتصادياً للحصول على ما يكفي من اغذية سليمة تلبي احتياجاتهم وافضلياتهم الغذائية لضمان حياة نشطة وصحية.	Food security exists when all people, at all time, have physical, social and economic access to sufficient, safe and nutritious food that meets their dietary needs and food preferences for an active and healthy life.		
07.03.01	نسبة الاسر غير الامنه غذائيا حسب المنطقة	Percentage of food insecure households			07.03	MS	070301.px		/NSMS//Resources/Images/tblIcon.png				
07.04	نسبة فجوة الفقر بين الافراد 	Percentage of Poverty Gap Among Individuals			07				/NSMS//Resources/Images/ind.png	مؤشر يقيس حجم الفجوة الإجمالية الموجودة بين استهلاك الفقراء وخط الفقر، أي إجمالي المبالغ المطلوبة لرفع مستويات استهلاك الفقراء إلى خط الفقر. ويفضل حساب هذا المؤشر كنسبة مئوية من القيمة الكلية لاستهلاك كافة السكان، عندما يكون مستوى استهلاك كل منهم مساويا لخط الفقر	This provides information regarding how far off households are from the poverty line. This measure captures the mean aggregate income or consumption shortfall relative to the poverty line across the whole population. It gives the total resources needed to bring all the poor to the level of povert line, the amount that one would have to transfer to the poor under perfect targeting (i.e. each poor getting exactly the amount he/she needs to be lifted out of poverty) to bring them all out of poverty.		
07.04.01	نسبة فجوة الفقر بين الافراد وفقاً لأنماط الاستهلاك الشهري الحقيقية  حسب المنطقة	Percentage of Poverty Gap Among Individuals according to Monthly Consumption Patterns by Region			07.04	MS	070401.px		/NSMS//Resources/Images/tblIcon.png				
07.04.02	نسبة فجوة الفقر بين الافراد وفقاً لأنماط الاستهلاك الشهري الحقيقية  حسب نوع التجمع	Percentage of Poverty Gap Among Individuals according to Monthly Consumption Patterns by  locality type			07.04	MS	070402.px		/NSMS//Resources/Images/tblIcon.png				
07.05	حصة أفقر خمس في الاستهلاك الوطني	Share of Poorest 20% in National Consumption			07				/NSMS//Resources/Images/ind.png	مؤشر يقيس عدالة التوزيع، بقياس حصة أفقر 20% من السكان من إجمالي الاستهلاك الوطني	Indicator measures fairness of distribution, by measuring the share of poorest 20% of the population in total national consumption. 		
07.05.01	حصة أفقر خمس في الاستهلاك الوطني حسب المنطقة 	Share of Poorest 20% in National Consumption by Region			07.05	MS	070501.px		/NSMS//Resources/Images/tblIcon.png				
08	الحكم و الأمن و العدالة	Governance, Security and Justice										1	9
08.01	عدد القضاة  	Number of Judges			08				/NSMS//Resources/Images/ind.png	عدد العاملين "القضاة" في الهيئات أو السلطات الرسمية ذات العمل الكلي أو الجزئي والمخولة بالاستماع والبت في  الدعاوى والجرائم، وقضايا أخرى تتضمن الجلسات المستأنفة وإقامة النظام في الجلسات القانونية. وتشمل كلمة قاض جميع طبقات القضاة بما في ذلك المستشارون، أعضاء محاكم الاستئناف، والمحاكم العليا. وقد يراد بها أحياناً المحكمة أياً كانت درجتها.	The number of employees "judges" Both full and part-time officials authorized to hear civil, criminal and other cases, including appeal courts, and making dispositions in a court of law. Include the word judge all layers judges including the counselors, members of the Courts of Appeal, and the Supreme Courts. Sometimes it is intended to whatever degree Court.		
08.01.01	عدد القضاة لكل 100000 (مائة الف) من السكان حسب المنطقة	The number of judges per 100 Thousand  of population by Region			08.01	MS	080101.px		/NSMS//Resources/Images/tblIcon.png				
08.01.02	عدد القضاة حسب الجنس والمنطقة	The number of judges by sex and Region			08.01	MS	080102.px		/NSMS//Resources/Images/tblIcon.png				
08.02	المحاكم 	Courts 			08				/NSMS//Resources/Images/ind.png	 والمحاكم أنواع: شرعية ودينية، المحكمة الدستورية العليا، المحاكم النظامية وتتكون من: محكمة النقض، ومحكمة العدل العليا، ومحكمة الإستئناف، ومحكمة البداية، ومحكمة الصلح، أما المحاكم المدنية فتتبع السلطة القضائية التي يفترض أن يكون لها استقلاليتها ضمن سلطات الدولة الثلاث. وفي فلسطين يوجد محاكم عسكرية تختص بمحاكمة الأفراد 	the courts types: the legitimacy and religious, the Supreme Constitutional Court, the regular courts and consists of: the Court of Cassation, the Supreme Court of Justice, the Court of Appeal, and the Court of First Instance, and the Magistrate's Court, while civil courts follows the judiciary, which is supposed to have autonomy within the state authorities of the three. In Palestine there are military courts jurisdiction to prosecute individuals affiliated with the security services.		
08.02.01	عدد المحاكم حسب المحافظة ونوع المحكمة 	The number of courts by Governorate and  type of courts			08.02	MS	080201.px		/NSMS//Resources/Images/tblIcon.png				
08.02.02	عدد المحاكم لكل 100 الف من السكان  حسب المنطقة	 Number of Courts per 100 Thousand  of population			08.02	MS	080202.px		/NSMS//Resources/Images/tblIcon.png				
08.03	قضايا المحاكم	Courts  Cases			08				/NSMS//Resources/Images/ind.png	وهي بيانات وقائع أو حقائق بتقارير مكتوبة بالوقائع المنطوية على مسألة متنازع عليها، يتم تنظيمها حسب الأصول القانونية، وترفع إلى القاضي المختص ليفصل فيها، وتشمل كافة القضايا المدنية، والطلاق والإرث وما إلى ذلك، كما تشمل القضايا الجنائية والجنحية والمعنونة بالقضايا الجرمية.	Written proceedings involving all aspects of a disputed issue filed according to the law and submitted to the judge for settlement. Court matters involve civil cases, divorce, heritage …etc. Also, they include criminal and petty offenses referred to as such by penal codes.		
08.03.01	قضايا المحاكم في فلسطين حسب نوع المحكمة والمنطقة والحالة	The cases in Palestine Courts by Court type, Region and case			08.03	MS	080301.px		/NSMS//Resources/Images/tblIcon.png				
08.03.02	عدد القضايا لكل قاضي حسب المنطقة ونوع المحكمة والحالة	The cases Per Judge by Region, Court type and case			08.03	MS	080302.px		/NSMS//Resources/Images/tblIcon.png				
08.04	تنفيذات القضايا 	Implemented (executions) cases			08				/NSMS//Resources/Images/ind.png	مجموع الأحكام التي تم تنفيذها من قبل النيابة وأجهزة إنفاذ القانون مقسوما على عدد الأحكام الصادر في السنة *100	Total provisions that have been implemented by the prosecution and law enforcement agencies divided by the number of provisions in the year * 100		
08.04.01	تنفيذات القضايا المفصولة حسب النيابة	Implemented (executions) Decided cases by Prosecution			08.04	MS	080401.px		/NSMS//Resources/Images/tblIcon.png				
08.05	معدل الجريمة الوطني	National Crime Rate			08				/NSMS//Resources/Images/ind.png	عدد الجرائم المبلغ عنها لأحد جهات إنفاذ القانون مقسوما على عدد السكان * 1000 والمقصود بالجريمة: وهي كل فعل يخالف أحكام قانون العقوبات أو يعتبر تعدياً على الحقوق العامة أو خرقاً للواجبات المترتبة للدولة أو المجتمع بوجه عام.	The number of crimes reported to a law enforcement divided by the population * 1000 and intended to crime: Any act involving a violation of the law or public rights and duties towards the state or society in general		
08.05.01	معدل الجريمة لكل 1000 من السكان حسب المنطقة	National Crime Rate per 1000 of population by region			08.05	MS	080501.px		/NSMS//Resources/Images/tblIcon.png				
09	الإنتهاكات الإسرائيلية و الجدار	Israeli violation and annexation wall										1	8
